name,binaryflag,mass,radius,period,semimajoraxis,eccentricity,periastron,longitude,ascendingnode,inclination,temperature,age,discoverymethod,discoveryyear,lastupdate,system_rightascension,system_declination,system_distance,hoststar_mass,hoststar_radius,hoststar_metallicity,hoststar_temperature,hoststar_age,list
HR 8799 d,0,7,1.1,41628,26.97,0,,,56.09,38.63,1200,,imaging,2008,15/11/26,23 07 28.71507,+21 08 03.3053,39.40,1.516,1.44,-0.47,7193,0.033,Confirmed planets
HR 8799 e,0,7,1.0,20816,16.99,0,,,145.73,30.95,1200,,imaging,2010,15/11/26,23 07 28.71507,+21 08 03.3053,39.40,1.516,1.44,-0.47,7193,0.033,Confirmed planets
Kepler-627 b,0,,0.333,40.699444300,,,,,,,,,transit,2016,16/05/10,19 28 25.0236,+39 46 04.4097,1012.86,1.30,1.49,0.05,6424.0,,Confirmed planets
Kepler-1027 b,0,,0.079,1.907805200,,,,,,,,,transit,2016,16/05/10,19 10 17.0804,+42 48 50.0917,409.819,0.91,0.82,-0.06,5436.0,,Confirmed planets
TOI-1260 b,0,0.02709,0.20832,3.12748,0.0366,0.0,,,,88.8,860.0,,transit,2021,21/04/13,10 28 35.00,+65 51 15.00,73.41,0.66,0.65,,4227.0,,Confirmed planets
TOI-1260 c,0,0.03725,0.2516,7.49325,0.0656,0.0,,,,88.12,643.0,,transit,2021,21/04/13,10 28 35.00,+65 51 15.00,73.41,0.66,0.65,,4227.0,,Confirmed planets
Kepler-1204 b,0,,0.272,85.735028500,,,,,,,,,transit,2016,16/05/10,19 17 45.9604,+42 29 53.3256,1215.95,1.03,1.03,0.06,5825.0,,Confirmed planets
OGLE-2014-BLG-0676L b,0,3.09,,,4.40,,,,,,,,microlensing,2016,18/09/20,17 52 24.50,-30 32 54.20,2220,0.62,,,,,Confirmed planets
HD 189567 b,0,0.0316,,14.275,0.1099,0.23,,,,,769.4,,RV,2011,11/09/12,20 05 32.7652,-67 19 15.2288,17.7,,,,5940.0,,Confirmed planets
Wolf 1069 b,0,0.00396,,15.564,0.0672,,,,,,250.0,,RV,2023,23/01/06,20 26 06.00,+58 34 31.00,9.5747,0.167,0.1813,0.07,3158.0,,Confirmed planets
HD 136925 b,0,0.84,,4540.0,5.13,0.103,24.0,,,,,,RV,2021,21/05/27,15 22 52.0681,+13 21 59.1427,47.9382,,,,,,Confirmed planets
2MASS J0219-3925 B,0,13.9,1.44,,,,,,,,1683,,imaging,2015,15/07/24,02 19 22.10,-39 25 22.5,39.4,0.108,0.281,,3064,,Confirmed planets
GJ 1148 c,0,0.21414,0.866,532.58000000,0.912000,0.342000,210.4000,,,,,,RV,2017,21/07/01,11 41 44.6360,+42 45 07.1048,11.0143000,0.34,0.36,0.160,3287.00,,Confirmed planets
GJ 1148 b,0,0.30425,1.070,41.38000000,0.166000,0.380000,258.1000,,,,,,RV,2010,21/07/01,11 41 44.6360,+42 45 07.1048,11.0143000,0.34,0.36,0.160,3287.00,,Confirmed planets
Kepler-1466 b,0,,0.138,31.175044800,,,,,,,,,transit,2016,16/05/10,19 19 19.4872,+44 36 35.4839,643.666,1.01,1.02,-0.07,5884.0,,Confirmed planets
K2-334 b,0,0.08540,0.504,5.11398100,,,,,,,1.38000000000e+03,,transit,2018,21/10/03,09 05 57,+16 19 32,371.8230000,1.36,1.49,0.170,6502.00,,Confirmed planets
DS Tuc A b,0,,0.509,8.13826800,,0.000000,,,,89.500,850,,transit,2019,19/07/11,23 39 39,-69 11 45,44.12,1.01,0.96,0.000,5428.00,,Confirmed planets
Kepler-1986 b,0,0.01330,0.263,19.54896660,0.130700,0.000000,,,,89.050,5.79000000000e+02,,transit,2023,23/10/15,19 31 50,+42 51 18,912.0850000,0.78,0.73,-0.540,5549.00,,Confirmed planets
Kepler-1339 b,0,,0.063,1.341555130,,,,,,,,,transit,2016,16/05/10,18 54 59.0072,+48 22 24.3218,374.827,0.94,0.93,0.01,5586.0,,Confirmed planets
Kepler-197 c,0,,0.11209,10.349695,0.089,0.08,,,,89.3,,,transit,2014,15/07/22,19 40 54.3400,+50 33 32.4215,313.87,0.8640,1.120,,6004,,Confirmed planets
Kepler-197 d,0,,0.11118,15.677563,0.117,0.03,,,,88.3,,,transit,2014,15/07/22,19 40 54.3400,+50 33 32.4215,313.87,0.8640,1.120,,6004,,Confirmed planets
Kepler-197 b,0,,0.09295,5.599308,0.059,0.02,,,,88.9,,,transit,2014,15/07/22,19 40 54.3400,+50 33 32.4215,313.87,0.8640,1.120,,6004,,Confirmed planets
Kepler-197 e,0,,0.08293,25.209715,0.160,0.38,,,,89.7,,,transit,2014,15/07/22,19 40 54.3400,+50 33 32.4215,313.87,0.8640,1.120,,6004,,Confirmed planets
Kepler-863 b,0,,0.259,15.594618740,,,,,,,,,transit,2016,16/05/10,19 50 39.4752,+43 14 56.3658,1562.99,0.96,0.95,-0.03,5678.0,,Confirmed planets
Kepler-1639 b,0,,0.230,9.878482000,,,,,,,,,transit,2016,16/05/10,18 52 16.4768,+48 48 07.5149,1062.81,1.12,1.18,-0.03,6150.0,,Confirmed planets
KELT-17 b,0,1.31,1.525,3.0801716,0.04881,,,,,,2087,,transit,2016,16/07/19,08 22 28.2047,+13 44 07.1445,210,1.635,1.645,-0.018,7454,,Confirmed planets
WASP-102 b,0,0.624,1.259,2.709813,0.0401,,,,,89.73,,,transit,2016,16/08/16,22 25 51.4470,+15 51 24.2708,543.685,1.167,1.331,0.09,5940.0,0.6,Confirmed planets
2MASS J22362452+4751425 b,0,12.50000,,,230.000000,,,,,,,,imaging,2016,16/11/10,22 36 24.5254,+47 51 42.5312,74.00,0.60,,,4045.00,,Confirmed planets
Kepler-1950 b,0,0.00927,0.136,10.77690029,0.087100,0.000000,,,,89.870,7.52000000000e+02,,transit,2021,22/09/15,19 08 21,+42 40 07,697.2530000,0.76,0.85,-0.340,5455.00,,Confirmed planets
NGTS-4 b,0,6.47988248135461E-02,0.283702746,1.3373508,0.019,0,,,,82.5,1650,,transit,2018,18/09/03,05 58 23.7549,-30 48 42.3629,282.6,0.75,0.84,-0.28,5143,,Confirmed planets
Kepler-12 b,0,0.43,1.75,4.4379637,0.0556,0.01,,,,88.76,1354.2,,transit,2011,15/12/03,19 04 58.4220,+50 02 25.2714,600,1.09,1.42,0.08,5953,,Confirmed planets
TOI-1518 b,0,,1.875,1.902603,0.039,,,,,77.84,2892.0,,transit,2021,21/08/27,23 29 04.00,+67 02 06.00,,1.79,1.95,-0.1,7300.0,,Confirmed planets
HD 13931 b,0,1.92,,4460,5.34,0.033,18,,,,,,RV,2010,17/12/10,02 16 47.3790,+43 46 22.7896,46.75,1.022,1.23,0.03,5829,8.4,Confirmed planets
Kepler-906 b,0,,0.188,41.697997600,,,,,,,,,transit,2016,16/05/10,19 25 37.3398,+40 07 31.7844,774.653,1.06,1.02,-0.09,6035.0,,Confirmed planets
OGLE-2007-BLG-368L b,0,0.0629,,,,,,,,,,,microlensing,2009,18/09/20,17 56 25.96,-32 14 14.7,5900,0.64,,,,,Confirmed planets
HATS-21 b,0,0.332,1.123,3.5543973,0.04676,0.0,,,,85.04,,,transit,2016,16/07/28,18 40 44.2540,-58 32 27,286.0,1.08,1.021,0.3,5695.0,2.3,Confirmed planets
Kepler-1773 b,0,0.03800,0.313,40.80970001,0.248900,0.000000,,,,88.570,6.23000000000e+02,,transit,2021,22/02/01,19 04 54,+38 15 29,681.2550000,1.24,1.30,0.260,6183.00,,Confirmed planets
GJ 433 b,0,0.01901,,7.37050000,0.062000,0.040000,154.0000,,,,,,RV,2011,20/02/13,11 35 26.9474,-32 32 23.8830,9.07,0.48,,,,,Confirmed planets
GJ 433 c,0,0.10201,,5094.10500000,4.819000,0.120000,242.0000,,,,,,RV,2014,20/02/13,11 35 26.9474,-32 32 23.8830,9.07,0.48,,,,,Confirmed planets
GJ 433 d,0,0.01643,,36.05900000,0.178000,0.070000,159.0000,,,,,,RV,2020,20/02/13,11 35 26.9474,-32 32 23.8830,9.07,0.48,,,,,Confirmed planets
HATS-16 b,0,3.27,1.30,2.686502,0.03744,,,,,83.53,,,transit,2015,15/11/26,23 54 14.0982,-30 00 46.9064,774,0.970,1.238,0.100,5738,9.5,Confirmed planets
TOI-1468 c,0,0.02089,0.184,15.53248200,,,,,,89.335,3.37500000000e+02,,transit,2022,23/01/12,01 06 37,+19 13 30,24.7399000,0.34,0.34,-0.040,3496.00,,Confirmed planets
TOI-1468 b,0,0.01010,0.114,1.88051360,,,,,,88.470,6.82200000000e+02,,transit,2022,23/01/12,01 06 37,+19 13 30,24.7399000,0.34,0.34,-0.040,3496.00,,Confirmed planets
KOI-4427.01,0,,0.208,147.6606,0.419,,,,,89.97,,,transit,2015,18/02/17,19 40 28.1364,+39 16 26.7578,240,0.526,0.505,-0.07,3813,3.6,Controversial
WASP-88 b,0,0.56,1.7,4.954000,0.06431,,,,,88,1772,,transit,2013,13/12/09,20 38 02.6869,-48 27 43.4254,531.604,1.45,2.08,-0.08,6431,,Confirmed planets
GJ 3138 b,0,0.0132,,5.974,0.057,0.11,,,,,,,RV,2017,17/03/21,02 09 10.9012,-16 20 22.5287,28.49,0.681,0.5,-0.3,3717.0,,Confirmed planets
GJ 3138 c,0,0.0056,,1.22003,0.0197,0.19,,,,,,,RV,2017,17/03/21,02 09 10.9012,-16 20 22.5287,28.49,0.681,0.5,-0.3,3717.0,,Confirmed planets
GJ 3138 d,0,0.033,,257.8,0.698,0.32,,,,,,,RV,2017,17/03/21,02 09 10.9012,-16 20 22.5287,28.49,0.681,0.5,-0.3,3717.0,,Confirmed planets
K2-237 b,0,1.23600,1.642,2.18055770,0.035300,0.000000,,,,84.600,1838,,transit,2018,19/05/23,16 55 04.5335,-28 42 38.0147,309.50,1.23,1.38,0.000,6099.00,,Confirmed planets
Kepler-881 b,0,,0.159,4.444480170,,,,,,,,,transit,2016,16/05/10,19 15 58.2188,+46 40 14.6357,1431.64,1.06,1.09,0.00,5961.0,,Confirmed planets
Kepler-1844 b,0,0.02980,0.271,3.92451000,0.047800,0.000000,,,,89.220,1.07400000000e+03,,transit,2021,22/02/01,19 30 46,+37 56 04,1804.3600000,0.94,0.85,-0.180,5776.00,,Confirmed planets
HD 27969 b,0,4.8,,654.5,1.552,0.182,106.6,,,,261.0,,RV,2021,21/07/14,04 26 49.4514,+42 54 34.1462,68.06,1.16,1.27,0.18,5966.0,,Confirmed planets
EPIC 249893012 b,0,0.02753,0.174,3.59510000,0.047000,0.060000,225.0000,,,86.140,1616,,transit,2020,20/02/13,15 12 59.5618,-16 43 28.1990,324.22,1.05,1.71,0.200,5430.00,,Confirmed planets
EPIC 249893012 c,0,0.04616,0.327,15.62400000,0.130000,0.070000,217.0000,,,87.940,990,,transit,2020,20/02/13,15 12 59.5618,-16 43 28.1990,324.22,1.05,1.71,0.200,5430.00,,Confirmed planets
EPIC 249893012 d,0,0.03203,0.352,35.74700000,0.220000,0.150000,181.0000,,,89.470,752,,transit,2020,20/02/13,15 12 59.5618,-16 43 28.1990,324.22,1.05,1.71,0.200,5430.00,,Confirmed planets
TOI-2498 b,0,0.10893,0.541,3.73825200,0.049100,0.089000,89.9900,,,87.120,1.44300000000e+03,,transit,2023,23/10/15,06 21 40,+11 15 06,275.2650000,1.12,1.26,0.167,5905.00,,Confirmed planets
Kepler-1714 b,0,0.03370,0.291,10.27530003,0.104700,0.000000,,,,88.490,1.21100000000e+03,,transit,2021,22/02/01,19 34 52,+46 13 36,409.4600000,1.45,2.09,0.220,6150.00,,Confirmed planets
Kepler-1471 b,0,,0.126,3.638993980,,,,,,,,,transit,2016,16/05/10,19 18 39.5801,+50 01 12.1561,1006.64,0.95,0.93,-0.03,5660.0,,Confirmed planets
HAT-P-37 b,0,1.169,1.178,2.797436,0.0378,0.058,,,,86.9,1166.3,,transit,2012,12/01/04,18 57 11.0562,+51 16 08.8495,411,0.929,0.877,0.03,5500.0,,Confirmed planets
Kepler-1116 b,0,,0.227,41.697782700,,,,,,,,,transit,2016,16/05/10,19 27 44.0726,+44 06 55.9042,1038.21,0.95,0.93,0.01,5641.0,,Confirmed planets
HIP 63242 b,0,9.18,,124.6,0.565,0.23,118.2,,,,,,RV,2013,13/06/18,12 57 31.9599,-65 38 47.2594,135,1.54,,-0.31,4839,,Confirmed planets
Kepler-1652 b,0,,0.143,38.09722000,0.165400,,,,,89.993,268,,transit,2017,17/11/16,19 37 27.8329,+49 54 54.2170,252.00,0.40,0.38,-0.300,3638.00,,Confirmed planets
OGLE-2018-BLG-1185 b,0,0.0264,,,1.537,,,,,,,,microlensing,2021,21/04/07,17 59 10.00,-27 50 06.00,7400.0,0.37,,,,,Confirmed planets
K2-202 b,0,,0.2052,3.40516,,,,,,87.7,,,transit,2018,18/07/24,18 53 03.4244,-22 24 25.3382,771.700,0.971,0.911,0.27,,,Confirmed planets
CoRoT-25 b,0,0.27,1.08,4.86069,0.0578,0,,,,84.5,,,transit,2013,13/05/24,18 42 31.1200,+06 30 49.7463,1000,1.09,1.19,-0.01,6040,,Confirmed planets
HD 149806 b,0,12.20180,1.100,16521.52777877,12.278296,0.357139,53.0201,,,13.574,,,RV,2022,22/09/27,16 37 09,+00 15 17,20.2727000,0.93,0.89,0.221,5352.05,,Confirmed planets
WASP-87 b,0,2.18,1.385,1.6827950,0.02946,,,,,81.07,,,transit,2014,17/12/04,12 21 17.9274,-52 50 26.9994,299,1.204,1.627,-0.41,6450,3.8,Confirmed planets
WASP-73 b,0,1.88,1.16,4.08722,0.05512,,,,,87.4,1790,,transit,2013,13/12/09,21 19 47.9065,-58 08 55.9930,319.57,1.34,2.07,0.14,6036,,Confirmed planets
Kepler-630 b,0,,0.284,161.474393700,,,,,,,,,transit,2016,16/05/10,19 33 42.4899,+39 56 32.7142,860.511,1.02,1.04,0.03,5829.0,,Confirmed planets
CI Tau b,0,12.31,,8.9891,,0.28,,,,45.7,,,RV,2016,17/12/01,04 33 52.0144,+22 50 30.0937,158.7,0.80,,,,0.002,Confirmed planets
K2-203 b,0,,0.1222,9.6951,,,,,,88.4,,,transit,2018,18/07/24,00 51 05.6974,-01 11 45.1932,803.700,0.794,0.763,-0.07,,,Confirmed planets
WASP-54 b,0,0.636,1.653,3.6936411,0.04987,0.067,,,,84.97,1759,,transit,2011,12/10/08,13 41 49.0301,-00 07 41.0337,200,1.15,1.40,-0.27,6100,,Confirmed planets
Kepler-358 c,0,,0.25972,83.488369,,,,,,,,,transit,2014,14/02/26,19 32 55.2567,+48 16 53.0373,1336.21,0.9980,0.954,,5908,,Confirmed planets
Kepler-358 b,0,,0.24787,34.060467,,,,,,,,,transit,2014,14/02/26,19 32 55.2567,+48 16 53.0373,1336.21,0.9980,0.954,,5908,,Confirmed planets
TOI-858 B b,0,1.10000,1.255,3.27971780,0.044350,0.150000,,,,86.800,1.52900000000e+03,,transit,2023,23/10/15,04 00 48,-54 35 34,250.4890000,1.08,1.31,0.153,5842.00,,Confirmed planets
WASP-69 b,0,0.26,1.057,3.8681382,0.04525,,,,,86.71,963,,transit,2011,13/10/22,21 00 06.1969,-05 05 40.0370,50,0.826,0.813,0.15,4715,2,Confirmed planets
Kepler-915 b,0,,0.134,4.594896040,,,,,,,,,transit,2016,16/05/10,19 22 22.1018,+45 44 13.7408,870.322,1.21,1.38,0.08,6173.0,,Confirmed planets
Kepler-1046 b,0,,0.153,14.375080350,,,,,,,,,transit,2016,16/05/10,19 47 01.3857,+46 59 53.8141,558.815,1.04,1.04,0.00,5913.0,,Confirmed planets
HATS-74A b,0,1.46,1.032,1.73185606,0.02384,,,,,87.9,895.0,,transit,2021,21/12/06,11 24 04.00,-19 33 26.00,286.6,0.6,0.5758,0.514,3777.0,,Confirmed planets
HD 285507 b,0,0.917,,6.0881,,0.086,182,,,,,,RV,2013,18/03/23,04 07 01.2257,+15 20 06.1084,44.70,0.734,0.656,0.13,4503,0.625,"Confirmed planets, Planets in open clusters"
WASP-175 b,0,0.99,1.208,3.0652907,0.04403,,,,,85.33,1571,,transit,2019,19/08/27,11 05 16.5422,-34 07 21.9765,584,1.212,1.204,0.150,6229,1.745,Confirmed planets
Kepler-1069 b,0,,0.143,23.899029600,,,,,,,,,transit,2016,16/05/10,19 23 55.0395,+47 59 20.3973,710.227,0.99,0.98,0.04,5722.0,,Confirmed planets
KIC 9663113 b,0,,0.410,572.38470,,,,,,89.768,,,transit,2015,16/01/09,19 48 10.9012,+46 19 43.3285,1670.84,0.975,1.03,-0.28,6065,,Confirmed planets
KOI-179.01,0,,0.2935,20.74028413,,,,,,88.81,,,transit,2014,16/01/09,19 48 10.9012,+46 19 43.3285,1670.84,0.975,1.03,-0.28,6065,,Controversial
Kepler-498 b,0,,0.270,9.613753560,,,,,,,,,transit,2016,16/05/10,19 21 25.9566,+44 31 07.4419,964.878,0.98,0.96,-0.04,5744.0,,Confirmed planets
HD 74156 b,0,1.778,,51.6385,0.2916,0.6380,175.35,,,,,,RV,2003,17/12/10,08 42 25.12216,+04 34 41.1473,64.4,1.238,1.345,0.131,6068,,Confirmed planets
HD 74156 c,0,7.77,,2460,3.83,0.370,267.1,,,,,,RV,2003,17/12/10,08 42 25.12216,+04 34 41.1473,64.4,1.238,1.345,0.131,6068,,Confirmed planets
HD 18143 b,0,0.03307,0.288,10.28510117,0.087639,0.224176,60.1229,,,,,,RV,2022,22/09/27,02 55 39,+26 52 21,22.5243000,0.85,0.87,0.280,5078.00,,Confirmed planets
HD 18143 c,0,9.80228,1.110,28982.41764205,17.521435,0.194257,313.3177,,,35.980,,,RV,2022,22/09/27,02 55 39,+26 52 21,22.5243000,0.85,0.87,0.280,5078.00,,Confirmed planets
HIP 5763 b,0,0.51,,30.014,0.17,0.054,271.0,,,,,,RV,2021,21/12/03,23 39 00.00,+16 29 40.00,31.93,0.73,,,,,Confirmed planets
Kepler-1818 b,0,0.01130,0.153,4.64490986,0.055000,0.000000,,,,88.310,1.20900000000e+03,,transit,2021,22/09/15,18 57 19,+40 34 08,1034.5900000,1.02,1.13,-0.080,6047.00,,Confirmed planets
Kepler-1096 b,0,,0.111,2.892217510,,,,,,,,,transit,2016,16/05/10,19 38 50.2511,+45 58 10.1915,382.088,0.66,0.63,-0.10,4306.0,,Confirmed planets
WASP-104 b,0,1.272,1.137,1.7554137,0.02918,,,,,83.63,1516,,transit,2014,14/08/06,10 42 24.6020,+07 26 06.2946,143,1.076,0.963,0.32,5475,3,Confirmed planets
TOI-172 b,0,5.42000,0.965,9.47725000,0.091400,0.380600,57.1000,,,88.200,1198,,transit,2019,19/03/28,21 06 32,-26 41 34,336.47,1.13,1.78,0.148,5645.00,,Confirmed planets
HD 215497 b,0,0.02,,3.93404,0.047,0.16,,,,,984.3,,RV,2009,10/12/06,22 46 36.7539,-56 35 58.3284,44,0.87,,0.23,5113.0,,Confirmed planets
HD 215497 c,0,0.33,,567.94,1.282,0.49,,,,,185.8,,RV,2009,10/12/06,22 46 36.7539,-56 35 58.3284,44,0.87,,0.23,5113.0,,Confirmed planets
K2-285 b,0,0.03046,0.231,3.47174500,0.038170,0.000000,,,,86.846,1089,,transit,2018,18/12/13,23 17 32.2274,+01 18 01.0729,155.65,0.83,0.79,0.000,4975.00,,Confirmed planets
K2-285 c,0,0.04933,0.315,7.13804800,0.082400,0.000000,,,,89.861,741,,transit,2018,18/12/13,23 17 32.2274,+01 18 01.0729,155.65,0.83,0.79,0.000,4975.00,,Confirmed planets
K2-285 d,0,0.02045,0.221,10.45582000,0.117800,0.000000,,,,89.643,620,,transit,2018,18/12/13,23 17 32.2274,+01 18 01.0729,155.65,0.83,0.79,0.000,4975.00,,Confirmed planets
K2-285 e,0,0.03367,0.174,14.76289000,0.180410,0.000000,,,,89.799,501,,transit,2018,18/12/13,23 17 32.2274,+01 18 01.0729,155.65,0.83,0.79,0.000,4975.00,,Confirmed planets
TOI-4603 b,0,12.89000,1.042,7.24599000,0.088800,0.325000,20.4000,,,80.210,1.67700000000e+03,,transit,2023,23/10/15,05 35 28,+21 17 39,225.6430000,1.77,2.74,0.342,6264.00,,Confirmed planets
Kepler-996 b,0,,0.177,3.770590580,,,,,,,,,transit,2016,16/05/10,19 27 39.0689,+41 32 01.0161,1260.4,1.09,1.14,0.03,6014.0,,Confirmed planets
Kepler-294 c,0,,0.24696,6.626400,,,,,,,,,transit,2014,14/02/26,19 09 34.0855,+46 03 33.4324,1698.68,0.9940,0.976,,5913,,Confirmed planets
Kepler-294 b,0,,0.16130,3.701212,,,,,,,,,transit,2014,14/02/26,19 09 34.0855,+46 03 33.4324,1698.68,0.9940,0.976,,5913,,Confirmed planets
WASP-77 A b,2,1.76,1.21,1.3600309,0.0240,,,,,89.4,,,transit,2012,12/11/26,02 28 37,-07 03 38,93,1.002,1.12,0.00,5500,,"Confirmed planets, Planets in binary systems, S-type"
KIC 7821010 b,0,2.6,,991.0,,,,,,,,,timing,2016,21/04/29,19 25 16.7626,+43 35 43.7098,360.5,,,,,,Confirmed planets
Kepler-533 b,0,,0.302,28.511205250,,,,,,,,,transit,2016,16/05/10,19 34 44.5768,+48 49 30.4365,305.633,0.78,0.72,0.01,4758.0,,Confirmed planets
HATS-19 b,0,0.427,1.66,4.569673,0.0589,0.3,44.0,,,86.6,,,transit,2016,16/07/11,09 49 37.6184,-33 46 53,780.0,1.303,1.74,0.24,5896.0,3.94,Confirmed planets
2MASS J2117-2940,0,7.0,1.38,,,,,,,,1192.0,,imaging,2022,22/01/23,21 17 14.31,-29 40 03.42,16.9,,,,,,Confirmed planets
K2-283 b,0,,0.314,1.92103600,0.029100,,,,,,1186,,transit,2018,18/10/26,00 52 46.6598,+09 41 34.5319,408.24,0.89,0.82,0.280,5060.00,,Confirmed planets
EPIC 220674823 b,0,,0.13,0.571308,0.011,0.0,,,,80.2,,,transit,2016,18/07/24,00 52 19.1416,+10 47 40.9037,257.200,0.93,0.83,-0.28,5814.0,,Confirmed planets
EPIC 220674823 c,0,,0.226,13.341245,0.064,0.0,,,,87.2,,,transit,2016,18/07/24,00 52 19.1416,+10 47 40.9037,257.200,0.93,0.83,-0.28,5814.0,,Confirmed planets
CoRoT-24 b,0,,0.33,5.1134,0.056,0,,,,86.5,1070,,transit,2014,14/06/08,06 47 41.4116,-03 43 09.4837,600,0.91,0.86,0.3,4950,11,Confirmed planets
CoRoT-24 c,0,0.088,0.44,11.759,0.098,0,,,,89,850,,transit,2014,14/06/08,06 47 41.4116,-03 43 09.4837,600,0.91,0.86,0.3,4950,11,Confirmed planets
WASP-65 b,0,1.55,1.112,2.3114243,0.0334,0,,,,88.8,1480,,transit,2011,13/07/25,08 53 17.8286,+08 31 22.8112,310,0.93,1.01,-0.07,5600,,Confirmed planets
Kepler-1577 b,0,,0.101,6.305602470,,,,,,,,,transit,2016,16/05/10,19 31 49.2704,+47 34 23.1755,517.572,0.78,0.74,0.00,4862.0,,Confirmed planets
MOA-2015-BLG-337L b,0,0.10603,,,0.240000,,,,,,,,microlensing,2018,18/11/08,18 07 48,-28 10 13,7100.00,0.01,,,,,Confirmed planets
HAT-P-58 b,0,0.37200,1.332,4.01383790,0.049940,0.073000,,,,85.640,1.62200000000e+03,,transit,2021,21/08/02,04 35 23.1828,+56 52 05.5847,515.5900000,1.03,1.53,-0.224,6078.00,,Confirmed planets
Kepler-984 b,0,,0.189,43.034227200,,,,,,,,,transit,2016,16/05/10,19 47 50.1293,+46 23 38.8524,466.374,0.96,0.93,0.04,5610.0,,Confirmed planets
KIC 10001893 b,0,,,0.2197,0.005,,,,,,,,imaging,2014,15/01/26,19 09 33.4134,+46 59 04.1077,,0.47,0.24,,27500,,Controversial
KIC 10001893 c,0,,,0.3253,0.007,,,,,,,,imaging,2014,15/01/26,19 09 33.4134,+46 59 04.1077,,0.47,0.24,,27500,,Controversial
KIC 10001893 d,0,,,0.8116,0.01,,,,,,,,imaging,2014,15/01/26,19 09 33.4134,+46 59 04.1077,,0.47,0.24,,27500,,Controversial
Kepler-1992 b,0,0.00218,0.092,15.61122380,0.116900,0.000000,,,,89.030,6.37000000000e+02,,transit,2023,23/10/15,19 40 22,+45 04 52,532.9550000,0.87,0.84,0.000,5383.00,,Confirmed planets
Kepler-1128 b,0,,0.326,61.617816700,,,,,,,,,transit,2016,16/05/10,19 32 15.1976,+39 24 12.3974,1116.69,0.94,0.91,0.04,5543.0,,Confirmed planets
HD 70642 b,0,2,,2231,3.3,0.1,,,,,126.1,,RV,2003,11/01/01,08 21 28.1371,-39 42 19.4800,28.8,1,0.84,0.16,5670.0,,Confirmed planets
Kepler-1296 b,0,,0.081,8.383986500,,,,,,,,,transit,2016,16/05/10,19 28 30.0424,+41 24 28.1326,1622.85,0.87,0.83,-0.04,5359.0,,Confirmed planets
Kepler-781 b,0,,0.258,13.214073200,,,,,,,,,transit,2016,16/05/10,19 10 36.8698,+47 24 53.3488,1097.33,0.81,0.78,-0.10,5162.0,,Confirmed planets
Kepler-1260 b,0,,0.158,19.118775300,,,,,,,,,transit,2016,16/05/10,19 42 21.9024,+42 33 18.8388,1823.49,1.06,1.08,0.01,5961.0,,Confirmed planets
TYC 4282-00605-1 b,0,10.78000,,101.54000000,0.422000,0.280000,288.9400,,,,,,RV,2017,17/06/29,22 55 29.2312,+62 14 20.8889,700.00,0.97,16.21,-0.070,4300.00,,Confirmed planets
TYC 3667-1280-1 b,0,5.4,,26.468,0.21,0.036,240,,,,,,RV,2016,16/04/11,00 51 32.9649,+58 25 34.2446,481,1.87,6.26,-0.08,5130,1.3,Confirmed planets
K2-355 b,0,0.01790,0.201,5.73856470,0.063200,,,,,,1.06600000000e+03,,transit,2021,21/10/03,08 18 34,+13 30 10,500.4970000,0.96,0.92,-0.120,5790.00,,Confirmed planets
TOI-2641 b,0,0.38600,1.615,4.88097400,0.060700,0.180000,,,,83.750,1.38700000000e+03,,transit,2023,23/10/15,11 24 31,-42 43 56,344.0450000,1.16,1.34,-0.150,6100.00,,Confirmed planets
TrES-5 b,0,1.778,1.209,1.4822446,0.02446,,,,,84.529,,,transit,2011,11/09/05,20 20 53.2483,+59 26 55.5744,360,0.88,0.85,0.20,5171,7.38,Confirmed planets
HD 97048 b,0,2.50000,,,130.000000,,,,,40.000,,,disk kinematics,2019,19/10/24,11 08 03.3105,-77 39 17.4911,185.00,2.40,2.25,,10000.00,,Confirmed planets
KIC 3558849 b,0,,0.616,1322.3,,,,,,89.973,,,transit,2015,16/01/09,19 39 47.9634,+38 36 18.6271,1258.81,0.98,1.005,-0.42,6175,,Confirmed planets
KOI-4307.01,0,,0.2097,160.850816,,,,,,89.38,,,transit,2014,16/01/09,19 39 47.9634,+38 36 18.6271,1258.81,0.98,1.005,-0.42,6175,,Controversial
TOI-1478 b,0,0.847,1.06,10.180249,0.0903,0.025,100.0,,,88.51,918.0,,transit,2021,21/01/07,08 25 44.00,-13 33 35.00,153.0,0.946,1.05,0.08,5595.0,,Confirmed planets
Kepler-1014 b,0,,0.213,16.571103630,,,,,,,,,transit,2016,16/05/10,19 00 29.2876,+44 06 38.0630,636.254,0.88,0.84,-0.06,5388.0,,Confirmed planets
HD 20782 b,2,1.43,,597.065,1.397,0.956,142.1,,,,,,RV,2006,16/01/10,03 20 03.57791,-28 51 14.6651,35.49,1.02,1.09,0.01,5798,5.53,"Confirmed planets, Planets in binary systems, S-type"
HD 20781 b,2,0.037882,,29.15,0.1690,0.11,,,,,,,RV,2011,16/01/10,03 20 03.57791,-28 51 14.6651,35.49,0.760,,-0.11,5256,,"Confirmed planets, Planets in binary systems, S-type"
HD 20781 c,2,0.049649,,85.131,0.3456,0.28,,,,,,,RV,2011,16/01/10,03 20 03.57791,-28 51 14.6651,35.49,0.760,,-0.11,5256,,"Confirmed planets, Planets in binary systems, S-type"
